timestamp,methane concentration,wind speed resultant,wind direction,temperature,device
2022-2-15 03:00,0.0212,1.59,353.67,40.298,device_A
2022-2-15 04:00,0.0248,1.411,353.89,40.367,device_A
2022-2-15 05:00,0.0228,1.281,354.11,40.295,device_A
2022-2-15 06:00,0.022,1.262,354.33,40.341,device_A
2022-2-15 07:00,0.0215,1.322,354.54,40.585,device_A
2022-2-15 08:00,0.0234,1.457,354.76,50,device_A
2022-2-15 09:00,0.0211,1.596,354.97,51,device_A
2022-2-15 10:00,0.021,1.41,355.19,52,device_A
2022-2-15 11:00,0.0221,1.194,355.4,40.189,device_A
2022-2-15 12:00,0.0229,1.234,355.66,40.437,device_A
2022-2-15 13:00,0.022,1.162,355.93,40.652,device_A
2022-2-15 14:00,0.0227,0.959,356.2,40.69,device_A
2022-2-15 15:00,0.0222,1.167,356.48,40.783,device_A
2022-2-15 16:00,0.0248,0.954,356.75,40.823,device_A
2022-2-15 17:00,0.0244,1.168,357.03,40.738,device_A
2022-2-15 18:00,0.022,1.38,357.31,40.915,device_A
2022-2-15 19:00,0.0261,1.189,357.59,41.054,device_A
2022-2-15 20:00,0.0259,1.35,357.88,40.828,device_A
2022-2-15 21:00,0.0247,1.213,358.17,40.611,device_A
2022-2-15 22:00,0.023,1.013,358.46,40.389,device_A
2022-2-15 23:00,0.0219,0.894,358.75,40.613,device_A
2022-2-16 00:00,0.0249,1.081,359.04,40.836,device_A
2022-2-16 01:00,0.0216,0.886,359.34,41.068,device_A
2022-2-16 02:00,0.0207,0.743,359.64,41.2,device_A
2022-2-16 03:00,0.0229,0.787,359.94,41.198,device_A
2022-2-16 04:00,0.0226,0.652,0.25,41.369,device_A
2022-2-16 05:00,0.0228,0.883,0.55,41.343,device_A
2022-2-16 06:00,0.0228,0.841,0.86,41.498,device_A
2022-2-16 07:00,0.0236,0.76,1.17,41.456,device_A
2022-2-16 08:00,0.023,0.86,1.49,41.555,device_A
2022-2-16 09:00,0.0198,0.756,1.81,41.628,device_A
2022-2-16 10:00,0.0236,0.634,2.12,41.781,device_A
2022-2-16 11:00,0.0206,0.52,2.45,41.727,device_A
2022-2-16 12:00,0.0211,0.495,2.77,41.505,device_A
2022-2-16 13:00,0.0211,0.387,3.1,41.748,device_A
2022-2-16 14:00,0.0216,0.401,3.43,41.993,device_A
2022-2-16 15:00,0.0206,0.386,3.76,41.806,device_A
2022-2-16 16:00,0.0235,0.316,4.09,41.806,device_A
2022-2-16 17:00,0.0206,0.511,4.43,41.66,device_A
2022-2-16 18:00,0.0231,0.57,4.77,41.899,device_A
2022-2-16 19:00,0.0193,0.641,5.11,41.791,device_A
2022-2-16 20:00,0.023,0.574,5.46,42.026,device_A
2022-2-16 21:00,0.0232,0.633,5.81,42.163,device_A
2022-2-16 22:00,0.0207,0.845,6.16,41.986,device_A
2022-2-16 23:00,0.0201,0.887,6.51,42.094,device_A
2022-2-17 00:00,0.0229,0.649,6.87,42.011,device_A
2022-2-17 01:00,0.0202,0.759,7.23,42.101,device_A
2022-2-17 02:00,0.0207,0.887,7.59,41.935,device_A
2022-2-17 03:00,0.0246,0.98,7.95,42.181,device_A
2022-2-17 04:00,0.0199,1.092,8.32,42.089,device_A
2022-2-17 05:00,0.0246,1.016,8.69,42.076,device_A
2022-2-17 06:00,0.0237,0.925,9.06,42.136,device_A
2022-2-17 07:00,0.0246,0.711,9.43,41.906,device_A
2022-2-17 08:00,0.0203,0.868,9.81,42.078,device_A
2022-2-17 09:00,0.0243,1.043,10.19,41.971,device_A
2022-2-17 10:00,0.0238,1.222,10.57,42.206,device_A
2022-2-17 11:00,0.0201,1.307,10.95,42.041,device_A
2022-2-17 12:00,0.0225,1.358,11.34,42.166,device_A
2022-2-17 13:00,0.021,1.427,11.73,42.217,device_A
2022-2-17 14:00,0.0222,1.366,12.12,42.014,device_A
2022-2-17 15:00,0.0236,1.336,12.52,41.947,device_A
2022-2-17 16:00,0.0236,1.268,12.92,41.755,device_A
2022-2-17 17:00,0.024,1.061,13.32,41.59,device_A
2022-2-17 18:00,0.0232,1.18,13.72,41.356,device_A
2022-2-17 19:00,0.0216,1.382,14.12,41.609,device_A
2022-2-17 20:00,0.0208,1.321,14.53,41.731,device_A
2022-2-17 21:00,0.0254,1.292,14.94,41.784,device_A
2022-2-17 22:00,0.0226,1.206,15.35,42.032,device_A
2022-2-17 23:00,0.0248,1.156,15.77,41.832,device_A
2022-2-18 00:00,0.0215,1.046,16.19,41.914,device_A
2022-2-18 01:00,0.0225,0.811,16.6,41.8,device_A
2022-2-18 02:00,0.0256,0.995,17.03,41.765,device_A
2022-2-18 03:00,0.0226,0.902,17.45,41.568,device_A
2022-2-18 04:00,0.0247,0.722,17.88,41.481,device_A
2022-2-18 05:00,0.0219,0.709,18.31,41.389,device_A
2022-2-18 06:00,0.0239,0.755,18.74,41.574,device_A
2022-2-18 07:00,0.0232,0.802,19.17,41.643,device_A
2022-2-18 08:00,0.0214,0.995,19.61,41.451,device_A
2022-2-18 09:00,0.0252,0.85,20.04,41.542,device_A
2022-2-18 10:00,0.0236,0.976,20.48,41.566,device_A
2022-2-18 11:00,0.0222,0.981,20.93,41.406,device_A
2022-2-18 12:00,0.0225,0.819,21.37,41.501,device_A
2022-2-18 13:00,0.0234,1.004,21.82,41.432,device_A
2022-2-18 14:00,0.0247,0.765,22.26,41.238,device_A
2022-2-18 15:00,0.0261,0.608,22.71,41.469,device_A
2022-2-18 16:00,0.0218,0.73,23.17,41.377,device_A
2022-2-18 17:00,0.0242,0.842,23.62,41.249,device_A
2022-2-18 18:00,0.026,0.598,24.07,41.045,device_A
2022-2-18 19:00,0.0253,0.463,24.53,41.002,device_A
2022-2-18 20:00,0.0227,0.7,24.99,40.913,device_A
2022-2-18 21:00,0.0255,0.856,25.45,40.718,device_A
2022-2-18 22:00,0.0264,0.909,25.91,40.974,device_A
2022-2-18 23:00,0.0234,0.781,26.37,40.86,device_A
2022-2-19 00:00,0.0246,0.714,26.84,40.731,device_A
2022-2-19 01:00,0.0242,0.629,27.31,40.839,device_A
2022-2-19 02:00,0.0231,0.821,27.77,40.694,device_A
2022-2-19 03:00,0.0221,0.727,28.24,40.884,device_A
2022-2-19 04:00,0.0252,0.645,28.71,40.948,device_A
2022-2-19 05:00,0.0239,0.734,29.18,40.98,device_A
2022-2-19 06:00,0.023,0.92,29.66,40.934,device_A
2022-2-19 07:00,0.0234,1.028,30.13,41.139,device_A
2022-2-19 08:00,0.0252,1.079,30.6,41.063,device_A
2022-2-19 09:00,0.0255,1.083,31.08,41.187,device_A
2022-2-19 10:00,0.0248,0.995,31.56,41.138,device_A
2022-2-19 11:00,0.0254,1.2,32.03,41.051,device_A
2022-2-19 12:00,0.0244,1.121,32.51,41.099,device_A
2022-2-19 13:00,0.0223,1.202,32.99,41.088,device_A
2022-2-19 14:00,0.0254,1.062,33.47,41.162,device_A
2022-2-19 15:00,0.0238,0.935,33.95,41.276,device_A
2022-2-19 16:00,0.0244,0.858,34.43,41.521,device_A
2022-2-19 17:00,0.0227,0.806,34.91,41.392,device_A
2022-2-19 18:00,0.0257,0.766,35.39,41.18,device_A
2022-2-19 19:00,0.0228,0.551,35.87,41.179,device_A
2022-2-19 20:00,0.0263,0.589,36.36,41.318,device_A
2022-2-19 21:00,0.0234,0.572,36.84,41.171,device_A
2022-2-19 22:00,0.0243,0.747,37.32,41.379,device_A
2022-2-19 23:00,0.0242,0.843,37.8,41.347,device_A
2022-2-20 00:00,0.0267,0.96,38.28,41.261,device_A
2022-2-20 01:00,0.0227,0.952,38.76,41.249,device_A
2022-2-20 02:00,0.0228,0.836,39.25,41.332,device_A
2022-2-20 03:00,0.0254,0.701,39.73,41.563,device_A
2022-2-20 04:00,0.0225,0.495,40.21,41.352,device_A
2022-2-20 05:00,0.0245,0.388,40.69,41.504,device_A
2022-2-20 06:00,0.0267,0.459,41.17,41.694,device_A
2022-2-20 07:00,0.0246,0.256,41.65,41.697,device_A
2022-2-20 08:00,0.0239,0.082,42.13,41.694,device_A
2022-2-20 09:00,0.0258,-0.08,42.61,41.471,device_A
2022-2-20 10:00,0.0238,-0.132,43.08,41.368,device_A
2022-2-20 11:00,0.0232,-0.259,43.56,41.573,device_A
2022-2-20 12:00,0.0266,-0.234,44.04,41.539,device_A
2022-2-20 13:00,0.0254,-0.17,44.51,41.466,device_A
2022-2-20 14:00,0.0222,-0.381,44.99,41.713,device_A
2022-2-20 15:00,0.023,-0.144,45.46,41.741,device_A
2022-2-20 16:00,0.027,-0.05,45.93,41.687,device_A
2022-2-20 17:00,0.0269,0.142,46.4,41.652,device_A
2022-2-20 18:00,0.0233,0.071,46.87,41.782,device_A
2022-2-20 19:00,0.0228,-0.054,47.34,41.866,device_A
2022-2-20 20:00,0.0264,0.051,47.81,41.665,device_A
2022-2-20 21:00,0.0235,0.08,48.27,41.457,device_A
2022-2-20 22:00,0.0249,0.144,48.74,41.551,device_A
2022-2-20 23:00,0.0241,0.097,49.2,41.439,device_A
2022-2-21 00:00,0.0236,0.114,49.66,41.522,device_A
2022-2-21 01:00,0.023,0.358,50.12,41.708,device_A
2022-2-21 02:00,0.0235,0.42,50.58,41.577,device_A
2022-2-21 03:00,0.0235,0.385,51.04,41.813,device_A
2022-2-21 04:00,0.0264,0.588,51.49,41.788,device_A
2022-2-21 05:00,0.025,0.405,51.94,41.894,device_A
2022-2-21 06:00,0.0244,0.366,52.39,41.928,device_A
2022-2-21 07:00,0.0265,0.171,52.84,42.107,device_A
2022-2-21 08:00,0.0249,0.415,53.29,41.963,device_A
2022-2-21 09:00,0.0243,0.247,53.73,41.836,device_A
2022-2-21 10:00,0.025,0.361,54.18,42.028,device_A
2022-2-21 11:00,0.0254,0.303,54.62,41.928,device_A
2022-2-21 12:00,0.0245,0.138,55.06,41.771,device_A
2022-2-21 13:00,0.0278,0.258,55.49,41.927,device_A
2022-2-21 14:00,0.0276,0.065,55.93,41.926,device_A
2022-2-21 15:00,0.0241,-0.176,56.36,42.073,device_A
2022-2-21 16:00,0.0242,-0.043,56.79,41.938,device_A
2022-2-21 17:00,0.0262,-0.046,57.22,41.807,device_A
2022-2-21 18:00,0.027,0.177,57.65,41.765,device_A
2022-2-21 19:00,0.0271,0.143,58.07,42.025,device_A
2022-2-21 20:00,0.027,0.208,58.49,42.231,device_A
2022-2-21 21:00,0.0262,0.371,58.91,42.056,device_A
2022-2-21 22:00,0.0243,0.176,59.33,42.073,device_A
2022-2-21 23:00,0.0246,0.115,59.74,42.123,device_A
2022-2-22 00:00,0.0242,0.186,60.15,42.072,device_A
2022-2-22 01:00,0.0286,0.248,60.56,41.848,device_A
2022-2-22 02:00,0.0259,0.205,60.97,42.035,device_A
2022-2-22 03:00,0.0273,0.182,61.37,41.949,device_A
2022-2-22 04:00,0.0257,0.328,61.77,41.823,device_A
2022-2-22 05:00,0.0274,0.325,62.17,41.773,device_A
2022-2-22 06:00,0.0268,0.548,62.57,42.007,device_A
2022-2-22 07:00,0.0248,0.3,62.96,42.255,device_A
2022-2-22 08:00,0.0265,0.334,63.35,42.381,device_A
2022-2-22 09:00,0.0269,0.299,63.74,42.2,device_A
2022-2-22 10:00,0.0267,0.209,64.13,42.271,device_A
2022-2-22 11:00,0.0255,-0.006,64.51,42.223,device_A
2022-2-22 12:00,0.0274,0.133,64.89,42.253,device_A
2022-2-22 13:00,0.0287,0.207,65.27,42.438,device_A
2022-2-22 14:00,0.0267,0.375,65.65,42.534,device_A
2022-2-22 15:00,0.0266,0.546,66.02,42.456,device_A
2022-2-22 16:00,0.0272,0.531,66.39,42.391,device_A
2022-2-22 17:00,0.0248,0.73,66.76,42.413,device_A
2022-2-22 18:00,0.0238,0.705,67.12,42.258,device_A
2022-2-22 19:00,0.0271,0.874,67.48,42.341,device_A
2022-2-22 20:00,0.027,1.117,67.84,42.437,device_A
2022-2-22 21:00,0.0272,1.277,68.2,42.682,device_A
2022-2-22 22:00,0.0277,1.344,68.56,42.466,device_A
2022-2-22 23:00,0.0279,1.321,68.91,42.559,device_A
2022-2-23 00:00,0.024,1.359,68.96,42.685,device_A
2022-2-23 01:00,0.0256,1.437,69.01,42.763,device_A
2022-2-23 02:00,0.0274,1.226,69.06,42.613,device_A
2022-2-23 03:00,0.0242,1.113,69.11,42.412,device_A
2022-2-23 04:00,0.0238,0.982,69.16,42.194,device_A
2022-2-23 05:00,0.027,1.059,69.21,42.187,device_A
2022-2-23 06:00,0.0283,1.262,69.26,42.236,device_A
2022-2-23 07:00,0.0287,1.401,69.31,42.431,device_A
2022-2-23 08:00,0.0241,1.223,69.36,42.443,device_A
2022-2-23 09:00,0.0249,1.438,69.41,42.582,device_A
2022-2-23 10:00,0.0286,1.253,69.47,42.468,device_A
2022-2-23 11:00,0.0231,1.207,69.52,42.522,device_A
2022-2-23 12:00,0.0237,1.441,69.57,42.487,device_A
2022-2-23 13:00,0.028,1.32,69.62,42.587,device_A
2022-2-23 14:00,0.0237,1.57,69.67,42.536,device_A
2022-2-23 15:00,0.025,1.674,69.73,42.478,device_A
2022-2-23 16:00,0.0278,1.792,69.78,42.491,device_A
2022-2-23 17:00,0.0284,1.882,69.83,42.715,device_A
2022-2-23 18:00,0.0235,1.788,69.89,42.749,device_A
2022-2-23 19:00,0.0239,1.805,69.94,42.817,device_A
2022-2-23 20:00,0.0244,1.914,69.99,42.617,device_A
2022-2-23 21:00,0.0237,2.059,70.05,42.547,device_A
2022-2-23 22:00,0.0247,2.225,70.1,42.766,device_A
2022-2-23 23:00,0.0282,2.002,70.16,42.88,device_A
2022-2-24 00:00,0.028,2.067,70.21,42.992,device_A
2022-2-24 01:00,0.0267,2.032,70.27,43.104,device_A
2022-2-24 02:00,0.0276,2.269,70.32,43.269,device_A
2022-2-24 03:00,0.0258,2.442,70.38,43.067,device_A
2022-2-24 04:00,0.0235,2.464,70.43,42.98,device_A
2022-2-24 05:00,0.0247,2.613,70.49,43.105,device_A
2022-2-24 06:00,0.0231,2.59,70.55,43,device_A
2022-2-24 07:00,0.0259,2.745,70.6,42.939,device_A
2022-2-24 08:00,0.0257,2.989,70.66,43.097,device_A
2022-2-24 09:00,0.0275,3.016,70.72,43.111,device_A
2022-2-24 10:00,0.0233,2.831,70.77,43.264,device_A
2022-2-24 11:00,0.0257,2.583,70.83,43.132,device_A
2022-2-24 12:00,0.025,2.504,70.89,43.076,device_A
2022-2-24 13:00,0.0238,2.415,70.95,43.141,device_A
2022-2-24 14:00,0.024,2.514,71,42.951,device_A
2022-2-24 15:00,0.0232,2.731,71.06,42.953,device_A
2022-2-24 16:00,0.0226,2.977,71.12,42.985,device_A
2022-2-24 17:00,0.0245,3.142,71.18,43.185,device_A
2022-2-24 18:00,0.0246,2.901,71.24,43.254,device_A
2022-2-24 19:00,0.0223,2.827,71.3,43.15,device_A
2022-2-24 20:00,0.0237,2.83,71.36,43.132,device_A
2022-2-24 21:00,0.0254,2.725,71.42,43.12,device_A
2022-2-24 22:00,0.0219,2.695,71.48,43.357,device_A
2022-2-24 23:00,0.025,2.802,71.54,43.506,device_A
2022-2-25 00:00,0.0251,2.575,71.6,43.661,device_A
2022-2-25 01:00,0.0226,2.479,71.66,43.615,device_A
2022-2-25 02:00,0.0234,2.64,71.72,43.38,device_A
2022-2-25 03:00,0.0232,2.426,71.78,43.446,device_A
2022-2-25 04:00,0.025,2.29,71.85,43.638,device_A
2022-2-25 05:00,0.0267,2.111,71.91,43.456,device_A
2022-2-25 06:00,0.0224,1.94,71.97,43.464,device_A
2022-2-25 07:00,0.0233,2.05,72.03,43.613,device_A
2022-2-25 08:00,0.0271,1.858,72.1,43.591,device_A
2022-2-25 09:00,0.0273,1.768,72.16,43.789,device_A
2022-2-25 10:00,0.0269,1.9,72.22,43.744,device_A
2022-2-25 11:00,0.026,2.065,72.29,43.591,device_A
2022-2-25 12:00,0.0223,2.099,72.35,43.673,device_A
2022-2-25 13:00,0.0243,2.291,72.41,43.618,device_A
2022-2-25 14:00,0.025,2.476,72.48,43.699,device_A
2022-2-25 15:00,0.0252,2.321,72.54,43.488,device_A
2022-2-25 16:00,0.0237,2.451,72.61,43.512,device_A
2022-2-25 17:00,0.0247,2.21,72.68,43.627,device_A
2022-2-25 18:00,0.0257,2.147,72.74,43.562,device_A
2022-2-25 19:00,0.0265,2.209,72.81,43.406,device_A
2022-2-25 20:00,0.0224,2.059,72.87,43.194,device_A
2022-2-25 21:00,0.0226,2.038,72.94,43.029,device_A
2022-2-25 22:00,0.0239,2.254,73.01,43.234,device_A
2022-2-25 23:00,0.0266,2.191,73.08,43.221,device_A
2022-2-26 00:00,0.0251,2.218,73.14,43.322,device_A
2022-2-26 01:00,0.0265,2.055,73.21,43.279,device_A
2022-2-26 02:00,0.0249,2.16,73.28,43.347,device_A
2022-2-26 03:00,0.0256,2.193,73.35,43.297,device_A
2022-2-26 04:00,0.0255,2.216,73.42,43.451,device_A
